525 Mangy Wolf | 372 | -9304.44 363.718 72.032 0.945669
126 Murloc Coastrunner | 385 | -9612.07 1432.06 6.94874 -1.78041
454 Young Goretusk | 503 | -9906.06 1187.86 41.7221 2.95447
7976 Thalgus Thunderfist | 7120 | -5041.1 -1200.23 502.318 0.628319
2961 UNKNOWN | 1058 | -3265.22 -93.4136 74.5722 0.871689
619 Defias Conjurer | 2329 | -11247.3 1557.75 34.0633 2.51079
2671 Mechanical Squirrel | 134 | -8856.94 519.241 108.683 5.31522
441 Black Dragon Whelp | 497 | -9638.72 -2650.13 57.4027 2.90899
1197 Stonesplinter Shaman | 764 | -6164.13 -3005.88 388.838 2.98234
1131 Winter Wolf | 801 | -5521.44 -749.777 405.416 5.82216
114 Harvest Watcher | 378 | -10218.4 1884.81 36.0101 2.93327
525 Mangy Wolf | 372 | -9464.6 459.243 53.4696 1.75972
2958 Prairie Wolf | 643 | -2587.15 -250.979 -9.15403 3.47413
46 Murloc Forager | 504 | -9226.24 -1296.72 77.9669 0.289847
1693 UNKNOWN | 1034 | -5445.07 -3713.95 298.16 4.84159
589 Defias Pillager | 2339 | -10488.2 1328.37 42.5685 3.52557
6169 Klockmort Spannerspan | 4999 | -4812.48 -1250.62 502.014 4.62512
1115 Rockjaw Skullthumper | 726 | -5789.38 -1585.88 358.146 4.17754
94 Defias Cutpurse | 2361 | -9286.54 442.651 79.2094 4.91405
1173 Tunnel Rat Scout | 26 | -5250.22 -2748.44 350.905 0
118 Prowler | 380 | -9673.32 -1157.69 39.292 0.519631
1412 Squirrel | 134 | -8992.82 844.627 105.855 0
1161 Stonesplinter Trogg | 763 | -5923.23 -2853.42 372.488 2.19317
154 Greater Fleshripper | 388 | -10644.4 946.278 33.9151 3.22425
721 Rabbit | 4626 | -9959.31 413.508 34.7675 5.50108
721 Rabbit | 4626 | -5520.97 -1634.17 393.771 2.59314
620 Chicken | 304 | -10159 1085.82 36.5335 5.00036
4075 Rat | 1141 | -8985.14 1052.99 70.555 0.67838
550 Defias Messenger | 2312 | -11010.5 1434.41 43.2756 5.19905
826 Watcher Jan | 2389 | -10563 -1244.64 29.1881 0.126067
121 Defias Pathstalker | 2336 | -11046 1624.16 46.7953 3.66584
118 Prowler | 380 | -8814.6 -1110.32 75.2217 5.07185
576 Watcher Ladimore | 2375 | -10571.5 -1190.8 27.7208 4.9846
504 Defias Trapper | 2331 | -9894.66 1429.43 39.6725 0.139626
1109 Fleshripper | 410 | -10349.4 1650.24 34.3967 3.5117
416 Imp | 4449 | -9630.92 -167.669 53.7778 1.49852
476 Kobold Geomancer | 139 | -9791.43 93.134 28.6115 0.594759
721 Rabbit | 4626 | -5422.08 -2406.75 403.256 5.04367
424 Redridge Poacher | 488 | -9714.89 -2280.12 63.4168 5.44942
1308 Owen Vaughn | 20 | -8327.33 -339.225 146.074 5.51351
1420 Toad | 901 | -3765.1 -817.65 11.7742 1.57031
1860 Voidwalker | 1132 | -3359.36 -1212.74 10.6044 4.28042
620 Chicken | 304 | -10133.5 1216.29 36.3841 0.311367
454 Young Goretusk | 503 | -10054.9 882.678 34.3659 0.907954
822 Young Forest Bear | 640 | -9692.81 -336.045 56.1745 4.33184
441 Black Dragon Whelp | 497 | -9643.4 -2379.98 62.3791 2.54222
525 Mangy Wolf | 372 | -9685.42 768.75 33.3075 1.47022
548 Murloc Minor Tidecaller | 983 | -9472.33 -2819.64 70.0674 2.47837
114 Harvest Watcher | 378 | -10182.7 1256.74 36.0087 -2.15003
2442 Cow | 1060 | -9489.91 -1042.16 52.4144 2.83539
2442 Cow | 1060 | -9204.41 429.218 89.8365 0.615222
446 Redridge Basher | 500 | -8916.1 -2217.94 134.685 1.80345
1195 Forest Lurker | 909 | -5829.62 -3105.07 326.037 4.19029
454 Young Goretusk | 503 | -10311.2 1042.97 45.9685 5.76148
2970 Swoop | 1229 | -2049.58 -184.806 -9.53261 4.32424
454 Young Goretusk | 503 | -10222.3 1259.34 39.0511 6.12692
589 Defias Pillager | 2339 | -10959.3 1443.33 46.8408 1.06073
454 Young Goretusk | 503 | -10421.1 1104.69 44.6567 4.85812
114 Harvest Watcher | 378 | -10159.5 1305.72 38.0633 4.05277
500 Riverpaw Scout | 174 | -10058.9 1672.4 36.2252 2.03707
887 Watcher Jordan | 2390 | -10627.7 -1186.32 28.7976 0.235555
257 Kobold Worker | 365 | -8793.14 -103.85 83.1565 1.72428
7048 Scalding Broodling | 399 | -7598.69 -1673.77 197.004 0.545329
589 Defias Pillager | 2338 | -10654.7 1790.17 35.546 1.31099
721 Rabbit | 4626 | -9659.67 -2682.8 61.3283 5.41234
30 Forest Spider | 366 | -9527.9 404.394 52.0522 4.85924
2620 Prairie Dog | 1072 | -3091.67 -58.3333 58.7281 4.90982
454 Young Goretusk | 503 | -10085.4 915.873 36.2987 4.10915
423 Redridge Mongrel | 487 | -9739.55 -2163.38 59.003 0
2955 Plainstrider | 1219 | -3127.11 -501.601 34.7284 2.40226
94 Defias Cutpurse | 2362 | -9484.13 280.815 52.875 3.69346
1729 UNKNOWN | 2319 | -203.98 -506.559 52.2393 3.34523
478 Riverpaw Outrunner | 512 | -9981.51 562.627 37.8459 1.27409
1202 Tunnel Rat Kobold | 26 | -5285.2 -2697.88 344.526 5.32325
426 Redridge Brute | 489 | -9098.82 -2376.98 122.969 2.89519
704 Ragged Timber Wolf | 776 | -6383.45 479.663 379.206 4.69512
721 Rabbit | 4626 | 10510.5 946.766 1317.23 2.21075
157 Goretusk | 389 | -10813.5 1410.11 35.3615 0.700369
4075 Rat | 2176 | -8783.08 463.42 97.8531 4.00651
5493 Arnold Leland | 3285 | -8802.57 767.463 96.4213 1.6057
583 Defias Ambusher | 184 | -9192.6 310.04 77.9829 2.00825
458 Murloc Hunter | 506 | -10038.2 1943.89 0.492601 3.41264
69 Timber Wolf | 372 | -8803.26 -136.309 83.695 1.14182
478 Riverpaw Outrunner | 512 | -9980.63 614.988 39.146 1.50606
1201 Snow Leopard | 954 | -5295.09 496.049 384.886 2.15778
114 Harvest Watcher | 378 | -10478.1 1814.91 36.8419 2.56874
1986 Webwood Spider | 760 | 10715.1 849.373 1325.85 5.70723
2520 UNKNOWN | 1097 | -205.902 -606.361 29.1766 -0.262314
1109 Fleshripper | 410 | -10411.3 885.2 43.2089 5.54616
626 Foreman Thistlenettle | 571 | -11325.7 1537.65 28.7504 5.41055
548 Murloc Minor Tidecaller | 983 | -9590.51 -2630.67 60.7304 2.61799
126 Murloc Coastrunner | 385 | -9593.27 1517.91 0.498229 3.71755
4075 Rat | 1418 | -8870.02 619.144 94.4924 3.55177
1109 Fleshripper | 410 | -10769.9 1180.65 48.8681 3.23155
1123 Frostmane Headhunter | 5626 | -5555.83 735.482 384.339 4.33933
515 Murloc Raider | 527 | -9628.5 1051.85 6.91496 0.973263
1860 Voidwalker | 1132 | -10173.9 -1143.68 25.5117 5.7177
539 Pygmy Venom Web Spider | 958 | -10048.4 -1444.16 29.4421 4.53063
1131 Winter Wolf | 801 | -5278.59 137.155 390.05 2.59869
1131 Winter Wolf | 801 | -5432.44 -468.953 396.647 -1.96515
524 Rockhide Boar | 389 | -9663.57 -530.639 49.9993 4.31937
548 Murloc Minor Tidecaller | 983 | -9566.15 -2624.15 53.9566 4.52048
548 Murloc Minor Tidecaller | 983 | -9563.18 -2606.7 54.1784 4.06662
2442 Cow | 1060 | -9732.09 413.621 40.0832 0.784715
1161 Stonesplinter Trogg | 763 | -5909.67 -2860.26 368.83 0.1629
525 Mangy Wolf | 372 | -9391.66 292.091 62.3414 2.33867
834 Coyote | 1100 | -10014.8 858.479 32.9456 1.04483
525 Mangy Wolf | 372 | -9600.04 -258.849 57.8631 -2.41925
590 Defias Looter | 2341 | -10979.2 1480.33 43.127 5.53088
38 Defias Thug | 5036 | -9023.57 -385.363 74.7694 6.20107
7028 Blackrock Warlock | 6048 | -7593.33 -778.441 190.968 3.15905
721 Rabbit | 4626 | -5566.77 -999.454 393.247 3.88862
30 Forest Spider | 366 | -9728.32 34.6058 39.0112 3.30038
524 Rockhide Boar | 389 | -9877.86 -350.902 34.5157 0
619 Defias Conjurer | 2330 | -11224.7 1608.42 32.5113 1.22417
1197 Stonesplinter Shaman | 764 | -6186.37 -3023.97 390.051 0
422 Murloc Flesheater | 486 | -9597.92 -2597.92 58.8317 0.437188
113 Stonetusk Boar | 377 | -9963.23 71.4087 33.2151 3.69056
524 Rockhide Boar | 389 | -9681.26 -366.713 56.0388 5.0069
442 Tarantula | 498 | -9670.82 -2339.57 67.5938 0.505581
68 Stormwind City Guard | 5446 | -8854.14 541.299 105.984 5.02655
299 Young Wolf | 447 | -9223.71 62.1788 75.779 6.24219
1417 Young Wetlands Crocilisk | 1035 | -3612.88 -2806.97 16.872 3.84133
1196 Ice Claw Bear | 806 | -5641.67 -675 403.335 3.92692
416 Imp | 4449 | -5828.58 -606.597 397.045 1.02938
1186 Elder Black Bear | 762 | -5016.61 -2817.66 324.215 0.20944
38 Defias Thug | 5036 | -9051.71 -353.596 73.4517 6.18635
1201 Snow Leopard | 954 | -5507.51 192.811 396.9 0.521824
157 Goretusk | 389 | -10745.2 1416.6 34.7178 3.64371
708 Small Crag Boar | 607 | -6187.9 563.961 385.308 2.047
2442 Cow | 1060 | -9407.72 319.365 58.097 1.3703
830 Sand Crawler | 641 | -9683.84 1586.38 12.7245 4.19573
257 Kobold Worker | 365 | -8666.25 -104.41 88.8978 0.034096
199 Young Fleshripper | 410 | -9781.83 1249.66 41.6796 5.88638
116 Defias Bandit | 2358 | -9811.29 -830.994 40.9839 5.23757
830 Sand Crawler | 641 | -9642.64 1319.92 7.5138 0.280307
2442 Cow | 1060 | -9550.08 180.275 58.0451 2.12147
2442 Cow | 1060 | -9289.49 -1243.49 70.2008 1.85795
890 Fawn | 654 | -9657.18 -440.737 55.1944 3.82247
590 Defias Looter | 2340 | -10449.2 1926.38 10.3441 2.22107
113 Stonetusk Boar | 377 | -9679 136.504 47.3787 1.42943
478 Riverpaw Outrunner | 512 | -9982.17 651.196 36.5281 0
257 Kobold Worker | 365 | -8694.76 -109.21 89.1649 1.99137
524 Rockhide Boar | 389 | -9700.79 -314.268 55.3452 0.600718
265 Madame Eva | 4323 | -10532 -1213.47 28.2009 2.25147
1125 Crag Boar | 607 | -5555.43 -723.027 409.76 0.523599
594 Defias Henchman | 2323 | -11190.2 1579.5 27.6723 2.70621
199 Young Fleshripper | 410 | -10147.3 1683.58 37.8801 5.94166
454 Young Goretusk | 503 | -9950.72 1350.93 42.2493 5.23983
515 Murloc Raider | 527 | -9609.22 1044.77 7.56177 0
1444 Brother Kristoff | 5549 | -8623.24 766.655 97.4033 0.837758
721 Rabbit | 328 | -9004.15 -387.998 72.8486 5.89376
1125 Crag Boar | 607 | -5700.17 -366.424 365.619 3.71755
124 Riverpaw Brute | 384 | -11104.5 1920.45 34.0862 3.92721
721 Rabbit | 328 | -9114.01 -298.319 73.2004 0.54827
4075 Rat | 1141 | -8867.35 617.111 93.7915 5.11482
1189 UNKNOWN | 707 | -5643.9 -3043.15 385.803 -1.96981
30 Forest Spider | 366 | -9583.29 -20.1575 61.8155 5.0526
257 Kobold Worker | 365 | -8708.48 -94.4469 88.7225 1.06422
708 Small Crag Boar | 607 | -6124.17 494.555 400.255 1.36221
524 Rockhide Boar | 389 | -9687.61 -677.896 48.2095 1.90385
525 Mangy Wolf | 372 | -9635.9 581.402 41.1768 -2.03985
38 Defias Thug | 5036 | -9039.86 -327.268 73.4872 0.976585
1727 Defias Worker | 2528 | -11249.5 1510.48 37.5787 0.26356
1109 Fleshripper | 410 | -10993.2 1603.99 44.9184 5.79489
113 Stonetusk Boar | 377 | -9699.39 138.953 48.4285 0.599848
1727 Defias Worker | 2528 | -11266.7 1533.88 30.5158 3.66519
1030 Black Slime | 360 | -3861.74 -2711.9 26.5948 1.18051
38 Defias Thug | 5036 | -8952.85 -408.838 67.7152 6.19889
114 Harvest Watcher | 378 | -10105.3 1155 36.2835 1.1084
721 Rabbit | 4626 | -9239.22 275.34 72.3781 3.40836
548 Murloc Minor Tidecaller | 983 | -9469.64 -2818.11 69.6798 1.13446
117 Riverpaw Gnoll | 174 | -9877.08 1578.84 44.9684 0.138715
113 Stonetusk Boar | 377 | -9935.92 126.28 33.2147 0.645321
834 Coyote | 1100 | -10450 1285.87 43.779 1.30752
525 Mangy Wolf | 372 | -9587.74 315.718 54.196 2.73158
1131 Winter Wolf | 801 | -5229.17 120.833 394.361 5.9846
422 Murloc Flesheater | 486 | -9284.19 -2521.29 31.5698 3.25368
1216 Shore Crawler | 342 | -10901.9 2124.47 2.52924 1.39803
1161 Stonesplinter Trogg | 763 | -5869.16 -2882.85 366.797 1.51604
3081 Wunna Darkmane | 3806 | -2265.6 -324.433 -9.29644 1.8326
7049 Flamescale Broodling | 400 | -8102.8 -1194.57 131.707 1.06637
721 Rabbit | 4626 | -10040.7 141.749 28.9635 3.23054
213 Starving Dire Wolf | 785 | -10017.9 -1492.81 28.595 5.15514
1173 Tunnel Rat Scout | 26 | -5010.95 -2685.58 324.901 0.049325
6166 Yorus Barleybrew | 4944 | -9222.58 -2147.87 63.814 3.92699
257 Kobold Worker | 365 | -8680.16 -72.6443 92.0036 0.494206
708 Small Crag Boar | 607 | -6208 595.996 390.986 0.0644293
2031 Young Nightsaber | 3030 | 10353.6 678.434 1329.19 3.52609
3895 Captain Noteo | 2572 | 6481.11 611.434 5.15185 2.23402
8055 Thelsamar Mountaineer | 1598 | -10508.3 1046.6 60.518 5.53368
589 Defias Pillager | 2338 | -11023.9 1577.28 47.3993 4.31955
525 Mangy Wolf | 372 | -9413.31 257.303 60.8353 0.488118
870 Protector Deni | 2365 | -10657.4 1090.46 34.4981 5.34071
475 Kobold Tunneler | 139 | -9836.02 286.957 38.7684 0.292562
590 Defias Looter | 2341 | -10976 1488.09 43.8335 3.26377
2032 Mangy Nightsaber | 6805 | 10621 682.106 1325.94 5.76833
1922 Gray Forest Wolf | 372 | -9414.01 -567.364 67.5163 4.2237
2098 Ram | 2736 | -3796.54 -830.003 9.73768 3.1765
448 Hogger | 501 | -10014.5 630.014 39.2521 -1.56427
1933 Sheep | 856 | -5154.12 -2986.56 331.929 4.47138
706 Frostmane Troll Whelp | 5606 | -6483.68 537.108 387.48 1.32267
1922 Gray Forest Wolf | 372 | -9337.52 -712.401 67.1952 0.194102
80 Kobold Laborer | 373 | -8639.85 -135.464 86.7248 5.67369
824 Defias Digger | 2441 | -11126.9 1476.99 34.6331 4.76475
475 Kobold Tunneler | 139 | -9842.72 292.362 38.3427 0.114221
2958 Prairie Wolf | 643 | -2450 -683.333 -6.54902 1.55532
114 Harvest Watcher | 378 | -10205.3 1272.34 37.0017 0
525 Mangy Wolf | 372 | -9725.87 426.023 38.6202 2.21772
1216 Shore Crawler | 342 | -11218.6 2005.18 6.99972 4.32723
1727 Defias Worker | 341 | -11240.4 1588.7 34.1353 4.93928
1117 Rockjaw Bonesnapper | 726 | -5573.53 -1715.16 370.073 4.32343
598 UNKNOWN | 2444 | -186.472 -506.314 53.3956 4.79966
1161 Stonesplinter Trogg | 763 | -5859.17 -2892.73 366.331 2.82799
1333 Gerik Koen | 1511 | -8661.33 454.443 104.431 5.44543
539 Pygmy Venom Web Spider | 958 | -10912.3 563.932 32.6678 0.837584
1166 Stonesplinter Seer | 763 | -6017.74 -2972.27 402.656 5.16617
1689 Scarred Crag Boar | 744 | -5521.27 -1919.96 400.768 1.23154
721 Rabbit | 4626 | -9420.86 -24.56 62.2485 0.0139239
7049 Flamescale Broodling | 400 | -8193.82 -1023.17 146.944 1.57713
2442 Cow | 1060 | -9584.69 -311.61 61.8403 2.96655
113 Stonetusk Boar | 377 | -9958.75 291.486 36.7044 4.87221
122 Defias Highwayman | 2343 | -11254.3 1502.34 82.0706 5.90123
68 Stormwind City Guard | 5446 | -8854.14 541.299 105.984 5.02655
113 Stonetusk Boar | 377 | -9563.25 149.627 59.6868 -0.373912
30 Forest Spider | 366 | -9251.14 300.475 74.6204 1.89704
40 Kobold Miner | 139 | -9785.73 132.023 26.1059 0.556022
299 Young Wolf | 447 | -8855.2 -150.572 80.4081 0.457528
721 Rabbit | 4626 | -9150.5 -372.788 71.7804 4.82946
1109 Fleshripper | 410 | -10426.3 1502.48 51.5953 1.03373
1984 Young Thistle Boar | 6807 | 10274 851.042 1340.21 3.44753
257 Kobold Worker | 365 | -8748.42 -169.339 85.1928 1.02044
5437 Tamed Boar | 704 | -5617.83 -1544.42 399.105 6.18311
525 Mangy Wolf | 372 | -9561.39 -376.902 62.7339 2.37223
121 Defias Pathstalker | 2336 | -10469.6 1945 9.62783 4.40475
6376 Wren Darkspring | 5093 | -6049.4 383.6 398.958 3.05433
619 Defias Conjurer | 2329 | -11152.4 1561.01 21.2178 5.41934
1413 Janey Anship | 1472 | -8928.13 777.127 87.4764 3.61617
124 Riverpaw Brute | 384 | -10545.9 2001.94 -7.51245 6.23083
1131 Winter Wolf | 801 | -5321.91 154.747 389.923 3.2208
118 Prowler | 380 | -9675.54 -1601.21 54.7542 2.81964
325 Hogan Ference | 4320 | -10583.9 -1117.85 30.1523 4.08407
2914 Snake | 2958 | -9881.28 1111.54 33.1269 1.49567
721 Rabbit | 328 | -9039.32 -328.198 73.4517 3.11539
217 Venom Web Spider | 959 | -10914.6 436.156 44.6757 4.73828
1860 Voidwalker | 1132 | -10201 -1147.03 23.3289 3.42386
524 Rockhide Boar | 389 | -9687.14 -750.689 45.7965 5.80615
1109 Fleshripper | 410 | -9979.2 1233.75 41.6269 4.22507
834 Coyote | 1100 | -9904.92 845.537 28.9624 1.32554
930 Black Widow Hatchling | 418 | -10660.5 71.8611 38.2593 1.47827
422 Murloc Flesheater | 486 | -9485.43 -2786.74 53.8008 3.44586
428 Dire Condor | 490 | -9652.47 -2792.92 57.1377 0
213 Starving Dire Wolf | 785 | -10098 -124.646 25.0953 0.263901
478 Riverpaw Outrunner | 512 | -9889.16 507.279 33.5704 5.20051
1116 Rockjaw Ambusher | 726 | -5714.34 -1692.86 362.801 4.55497
547 Great Goretusk | 499 | -9137.5 -2029.17 127.195 5.36434
721 Rabbit | 328 | -9765.4 -274.501 46.1418 1.95336
38 Defias Thug | 5036 | -8944.53 -368.656 72.5056 3.47438
1123 Frostmane Headhunter | 5626 | -5589.26 520.4 383.05 3.35019
416 Imp | 4449 | -10207.5 1094.06 36.7536 6.15234
1368 Justin | 221 | -8703.08 720.261 97.0165 2.24296
257 Kobold Worker | 365 | -8783.49 -103.173 83.9956 2.24279
437 Blackrock Renegade | 6037 | -9588.12 -3266.86 49.4796 2.71028
1922 Gray Forest Wolf | 372 | -9424.66 -957.956 60.8483 3.98522
590 Defias Looter | 2341 | -10270.7 1407.89 39.3667 1.61333
199 Young Fleshripper | 410 | -10185.6 893.506 39.3433 4.87914
524 Rockhide Boar | 389 | -9679.4 -421.636 54.4454 0
348 Zem Leeward | 3359 | -9310.69 -2140.65 63.6901 1.91986
1988 Grell | 6806 | 10280.2 691.509 1337.43 5.06114
8329 UNKNOWN | 3598 | -4620.49 -1325.07 503.465 1.8675
594 Defias Henchman | 2323 | -11107.3 1487.71 32.6406 0.412393
113 Stonetusk Boar | 377 | -9918.98 93.9362 32.3222 0.591685
590 Defias Looter | 2341 | -11001.2 1523.13 43.1414 -1.80102
525 Mangy Wolf | 372 | -9272.53 346.064 75.3907 1.83273
38 Defias Thug | 5035 | -9004.72 -401.284 71.1011 1.53186
589 Defias Pillager | 2338 | -10505.5 1245.14 69.3895 4.00436
721 Rabbit | 4626 | -8893.71 -215.607 80.5804 3.18323
547 Great Goretusk | 499 | -10954.9 749.219 43.8906 6.01827
721 Rabbit | 4626 | 10412 820.209 1319.09 1.12324
5857 Searing Lava Spider | 4457 | -7181.13 -1615.02 241.21 4.77902
2442 Cow | 1060 | -9224.42 250.999 73.0231 4.73403
6 Kobold Vermin | 365 | -8773.91 -221.573 85.1553 4.39213
94 Defias Cutpurse | 2362 | -9213.66 143.508 72.3044 4.87904
834 Coyote | 1100 | -10028.3 1713.41 36.6496 0.213687
589 Defias Pillager | 2338 | -10486.1 1283.96 57.1707 5.27168
116 Defias Bandit | 2357 | -9442.87 466.73 53.2774 4.29789
590 Defias Looter | 2340 | -10926.1 1416.1 43.6626 4.03917
834 Coyote | 1100 | -10483.9 1271.11 60.4557 -1.85782
416 Imp | 4449 | -8869.21 753.739 97.8727 2.79338
1197 Stonesplinter Shaman | 764 | -6161.04 -2912.41 404.51 1.32767
1986 Webwood Spider | 760 | 10721.5 816.837 1327.11 0.149011
441 Black Dragon Whelp | 497 | -9535.03 -2319.86 67.2934 2.24279
485 Blackrock Outrunner | 6034 | -9174.41 -2926.43 107.849 0.698132
127 Murloc Tidehunter | 386 | -11411 1806.41 4.0704 5.53269
1188 Grizzled Black Bear | 708 | -5516.67 -3175.78 343.025 1.5719
442 Tarantula | 498 | -9688.4 -2093.81 59.1636 4.07568
525 Mangy Wolf | 372 | -9312.5 337.5 68.907 4.8418
478 Riverpaw Outrunner | 512 | -9827.19 678.636 33.5711 0.11152
199 Young Fleshripper | 410 | -10045 828.172 33.7907 0.374586
6727 Innkeeper Brianna | 5407 | -9223.98 -2157.12 64.0168 3.05433
475 Kobold Tunneler | 139 | -9834.8 161.419 4.9037 3.096
1933 Sheep | 856 | -9785.66 -338.135 52.0495 3.13694
1423 Stormwind Guard | 3257 | -9815.01 690.105 31.6531 4.31096
117 Riverpaw Gnoll | 174 | -9783.67 1184.65 41.6595 2.70471
1185 UNKNOWN | 910 | -5220.32 -4136.96 331.02 6.21008
1726 Defias Magician | 2322 | -11176.7 1624.58 26.8275 0.412726
1984 Young Thistle Boar | 6807 | 10431.9 643.691 1324.64 2.75277
422 Murloc Flesheater | 486 | -9322.73 -2456.06 46.8249 0
620 Chicken | 304 | -10101 1036.46 36.3044 4.05454
721 Rabbit | 328 | -5548.54 -1920.02 399.375 1.76195
1186 Elder Black Bear | 762 | -5021.15 -2768.31 323.794 1.10977
157 Goretusk | 389 | -10784 1116.73 38.5667 1.3673
2103 Dragonmaw Scout | 4925 | -4188.47 -2382.44 209.79 3.71755
1426 Riverpaw Miner | 174 | -10561.4 1954.91 -3.01622 4.33291
727 Ironforge Mountaineer | 1598 | -5394.98 -904.676 392.168 4.0129
525 Mangy Wolf | 372 | -9395.24 210.657 61.5384 2.94913
1725 Defias Watchman | 184 | -203.097 -453.159 54.3319 3.82227
4075 Rat | 1418 | -8796.3 679.548 101.839 2.25567
199 Young Fleshripper | 410 | -10352.7 1021.92 38.5807 6.15205
94 Defias Cutpurse | 2362 | -9480.21 461.88 51.4724 4.71239
946 Frostmane Novice | 5605 | -6606.95 388.925 390.146 0.0872665
1172 Tunnel Rat Vermin | 26 | -5014.35 -2686.97 324.401 4.06144
2442 Cow | 1060 | -9875.46 941.221 31.0394 5.38966
1173 Tunnel Rat Scout | 26 | -4972.49 -2714.03 324.966 0.302439
1172 Tunnel Rat Vermin | 26 | -5205.45 -2799.29 340.313 0.588138
1196 Ice Claw Bear | 806 | -5713.22 577.82 409.744 1.67132
1726 Defias Magician | 2321 | -11218.9 1617.71 33.4905 4.34587
478 Riverpaw Outrunner | 512 | -9950.23 551.53 38.5765 1.06098
1195 Forest Lurker | 909 | -5458.12 -2979.39 356.554 1.27409
5919 Stoneskin Totem II | 4588 | -10486.7 1218.94 67.4638 3.77309
7389 Senegal | 6190 | -9616.13 -2105.51 62.8658 5.36761
706 Frostmane Troll Whelp | 5606 | -6487.21 402.111 384.912 6.26615
524 Rockhide Boar | 389 | -9712.25 -739.842 43.7166 0
454 Young Goretusk | 503 | -10003.6 1118.75 43.2543 1.40674
2070 Moonstalker Runt | 917 | 6334.38 471.084 18.4602 0.0989272
5495 Ursula Deline | 3291 | -8971.05 1029.9 101.487 2.96706
